Imię,Nazwisko,Klasa,J. polski,J. angielski,Matematyka,Historia,WF
Gniewomir,Kaźmierczak,3D,4,4,2,2,1
Eustachy,Ziółkowska,7C,4,4,4,4,2
Mieszko,Baran,8B,3,3,5,5,1
Kacper,Jaworski,2E,3,4,1,2,5
Maciej,Kalinowski,3A,5,5,2,4,1
Bolesław,Czarnecki,3C,5,3,4,2,1
Eugeniusz,Pawlak,2A,4,4,3,5,1
Igor,Szulc,5D,1,4,5,4,2
Anastazy,Głowacka,8B,1,4,2,1,1
Igor,Głowacka,7C,3,3,3,5,5
Bogumił,Borkowski,2A,2,3,1,4,5
Alexander,Przybylski,7B,3,4,3,1,1
Ignacy,Walczak,1A,4,2,1,4,1
Florian,Wróblewski,5E,2,2,4,3,3
Mirosław,Pawlak,8D,5,3,2,2,1
Konstanty,Woźniak,8C,5,3,5,4,2
Mieszko,Szulc,7C,5,5,5,2,3
Jerzy,Urbańska,5E,1,3,1,2,1
Cyprian,Jankowski,8E,2,2,3,5,4
Eryk,Przybylski,3E,1,2,1,5,1
Emil,Kwiatkowski,6D,2,1,5,1,2
Karol,Wasilewska,4D,1,2,1,5,5
Gniewomir,Kubiak,3F,4,3,1,5,1
Ignacy,Szulc,7B,5,3,4,1,3
Ksawery,Dąbrowski,3E,4,3,5,4,3
Józef,Walczak,1F,1,5,4,2,2
Alojzy,Kowalczyk,1E,5,5,5,3,1
Anatol,Baranowski,4B,5,4,1,1,4
Janusz,Woźniak,2C,4,2,3,4,2
Aleksy,Jasiński,6C,1,2,3,3,4
Natan,Krawczyk,4B,2,1,4,3,1
Gustaw,Zieliński,3C,1,5,1,2,4
Patryk,Duda,8C,3,3,5,3,5
Daniel,Kamiński,1B,5,2,5,5,2
Jerzy,Górecki,4A,4,4,3,3,3
Bruno,Zieliński,1B,2,1,1,4,4
Henryk,Lewandowski,2E,1,2,5,4,5
Rafał,Wojciechowski,6C,4,5,1,5,2
Grzegorz,Jaworski,7E,1,1,2,4,1
Juliusz,Kowalski,4A,2,3,4,1,4
Czesław,Szymański,5D,1,3,1,5,5
Diego,Gajewska,5A,4,1,1,2,1
Maksymilian,Bąk,3D,4,2,1,2,3
Leonardo,Bąk,7F,2,1,5,5,5
Maksymilian,Szymczak,7E,5,1,5,4,1
Dawid,Szulc,6E,3,2,1,4,5
Piotr,Mazur,2A,4,5,3,4,3
Mieszko,Stępień,7E,1,4,3,1,3
Joachim,Laskowska,8B,4,5,2,2,1
Denis,Duda,2B,4,1,4,1,3
Kordian,Walczak,8F,1,2,2,5,1
Józef,Kalinowski,2E,2,4,5,4,1
Igor,Borkowski,1C,3,3,5,5,5
Denis,Borkowski,3A,4,4,3,2,3
Bartłomiej,Szymański,2E,1,1,1,1,1
Jakub,Lewandowski,2E,5,1,4,1,4
Dorian,Górecki,6F,2,1,3,5,4
Eugeniusz,Kowalczyk,2C,4,1,3,1,4
Adam,Adamska,1D,4,3,1,1,2
Ksawery,Witkowski,8D,5,3,1,2,1
Karol,Szymczak,4C,4,3,4,1,4
Igor,Walczak,8B,3,4,5,4,2
Błażej,Krawczyk,7B,5,5,3,2,4
Fabian,Kaźmierczak,1E,1,5,5,2,1
Gniewomir,Wróblewski,2A,4,3,3,1,4
Fryderyk,Ostrowski,2F,3,2,3,4,4
Albert,Mazur,3B,5,5,4,4,1
Natan,Górecki,2F,5,3,2,4,2
Oskar,Mazurek,6C,1,5,3,5,2
Franciszek,Ziółkowska,5D,1,1,2,2,2
Milan,Górski,8C,2,1,3,5,2
Maciej,Michalak,8A,4,4,1,4,5
Dawid,Ostrowski,1F,2,2,2,1,3
Jacek,Chmielewski,6B,3,1,5,2,4
Karol,Wysocki,8D,2,2,4,3,1
Rafał,Dąbrowski,5F,4,1,4,3,5
Alan,Kamiński,2F,3,3,3,3,2
Mieszko,Szczepański,5E,4,2,1,3,3
Bronisław,Chmielewski,5D,5,4,2,4,3
Henryk,Baran,8D,2,4,3,4,1
Aleksander,Wróblewski,3D,1,2,2,2,2
Mikołaj,Woźniak,3A,1,1,5,5,2
Bartosz,Mróz,3F,5,4,5,3,4
Jerzy,Mazurek,8E,3,3,4,4,3
Emil,Jakubowski,6B,3,4,4,1,3
Kordian,Witkowski,6C,1,4,1,2,3
Ludwik,Kucharski,6C,1,5,3,1,4
Michał,Sikorska,2B,2,5,4,3,5
Anastazy,Kwiatkowski,7D,3,2,3,2,1
Klaudiusz,Szymański,6C,1,5,5,5,5
Janusz,Krawczyk,7F,5,3,3,4,4
Kornel,Witkowski,2E,1,4,5,3,3
Ireneusz,Górecki,1E,1,3,3,5,3
Amir,Przybylski,8E,1,5,4,4,3
Julian,Urbańska,4A,4,3,5,1,1
Bruno,Mazur,6B,4,3,3,5,1
Bogumił,Ziółkowska,6F,5,2,1,5,3
Arkadiusz,Zieliński,4E,5,4,5,4,4
Eugeniusz,Tomaszewski,5C,4,1,3,3,5
Krzysztof,Sadowska,2F,5,4,2,3,3
Krzysztof,Nowak,3A,2,4,3,5,2
Gniewomir,Rutkowski,7A,2,3,1,3,3
Arkadiusz,Jankowski,1C,5,3,3,3,5
Milan,Kubiak,5B,2,3,4,5,4
Gabriel,Kaźmierczak,3F,5,4,2,4,2
Dobromił,Ziółkowska,2D,2,2,1,4,1
Antoni,Tomaszewski,3B,5,3,5,2,4
Maksymilian,Wiśniewski,6A,3,5,3,5,4
Ryszard,Walczak,1D,2,3,1,1,4
Łukasz,Bąk,2D,2,3,3,3,1
Adrian,Jakubowski,3A,5,2,4,3,2
Dominik,Bąk,5E,1,1,4,5,1
Kajetan,Duda,2E,3,3,3,2,4
Jerzy,Nowak,1C,2,5,3,2,3
Allan,Wysocki,3D,4,3,4,3,5
Hubert,Szulc,3A,5,1,3,5,1
Miłosz,Kwiatkowski,1A,1,3,1,2,3
Błażej,Piotrowski,7D,5,1,2,2,4
Denis,Zawadzki,7D,1,3,3,2,2
Natan,Kowalczyk,3C,5,3,5,5,4
Rafał,Wysocki,2F,1,3,2,2,5
Klaudiusz,Przybylski,4F,5,5,5,5,2
Paweł,Makowski,2F,3,1,5,1,3
Bartosz,Makowski,4C,4,5,2,2,2
Leonardo,Zawadzki,2E,4,2,1,5,4
Ludwik,Mróz,4F,4,4,4,4,5
Marcel,Szczepański,1F,4,2,5,5,5
Maksymilian,Wróblewski,4C,5,1,1,1,1
Norbert,Wójcik,3D,4,5,3,2,5
Mikołaj,Kowalczyk,4C,5,4,3,4,3
Marcel,Sokołowski,6A,4,4,2,5,2
Olaf,Przybylski,2B,4,2,3,5,5
Krzysztof,Kołodziej,5E,2,1,4,2,4
Maksymilian,Wysocki,6D,5,3,1,3,2
Marcel,Sikorska,5F,5,3,1,1,2
Amir,Makowski,7D,4,5,5,4,1
Jakub,Wojciechowski,2B,4,5,1,2,1
Olgierd,Kubiak,2F,3,1,1,3,5
Milan,Wiśniewski,8F,1,3,3,2,1
Anastazy,Rutkowski,6F,3,3,4,5,2
Roman,Kołodziej,6F,3,1,1,1,4
Grzegorz,Witkowski,7B,4,3,3,4,3
Marcin,Głowacka,4F,3,2,4,1,3
Oskar,Malinowski,4A,3,4,5,1,2
Olaf,Jakubowski,5D,4,1,1,1,2
Miron,Wysocki,4C,4,2,1,1,3
Rafał,Tomaszewski,5B,3,3,2,5,1
Ryszard,Sadowska,5A,5,1,5,3,4
Kewin,Pawlak,1F,2,1,3,1,3
Andrzej,Głowacka,4D,2,2,1,2,5
Fabian,Sikora,3A,3,3,5,3,4
Artur,Wróblewski,3D,1,5,2,5,4
Aureliusz,Witkowski,5E,2,2,2,4,2
Konstanty,Krupa,3D,5,2,3,4,4
Amir,Makowski,2E,5,2,3,5,2
Igor,Gajewska,3D,1,4,1,2,4
Diego,Gajewska,2B,2,3,3,2,3
Alexander,Lewandowski,3A,1,5,3,3,1
Filip,Sikora,2C,2,4,3,1,4
Bogumił,Baran,4A,1,4,2,4,3
Korneliusz,Laskowska,2F,2,1,3,5,3
Kewin,Włodarczyk,8C,1,1,5,1,1
Eugeniusz,Kubiak,5C,5,3,2,2,3
Dobromił,Kwiatkowski,2E,3,1,4,2,1
Karol,Dąbrowski,7C,5,3,3,2,1
Leszek,Pawlak,8F,4,2,4,5,1
Hubert,Zieliński,4F,4,2,1,2,4
Olaf,Kwiatkowski,2E,4,5,1,5,1
Bartosz,Gajewska,6C,1,4,1,5,1
Alex,Głowacka,4C,5,2,2,3,4
Emil,Kołodziej,6D,5,5,4,1,1
Antoni,Górski,5E,1,1,3,1,2
Andrzej,Lis,6A,4,2,2,5,3
Miłosz,Marciniak,5E,4,2,2,1,2
Klaudiusz,Lewandowski,3B,1,1,2,5,4
Adam,Walczak,4E,4,3,1,3,1
Klaudiusz,Laskowska,3D,3,5,2,4,4
Maurycy,Górski,4E,5,2,3,4,5
Marian,Rutkowski,2A,3,2,4,2,2
Dominik,Bąk,3D,4,3,3,2,4
Marian,Zakrzewska,1D,4,4,1,1,3
Klaudiusz,Dąbrowski,4F,5,4,4,3,2
Konstanty,Sadowska,8A,4,3,5,2,2
Gracjan,Wysocki,5B,5,1,5,2,5
Miłosz,Krajewska,4A,4,5,1,4,5
Artur,Krupa,5E,1,4,2,3,5
Bartosz,Ziółkowska,2C,5,1,1,4,4
Kryspin,Czarnecki,2E,2,1,3,2,5
Ryszard,Dąbrowski,1F,3,4,3,2,1
Antoni,Tomaszewski,4C,2,4,4,4,2
Rafał,Adamska,7F,3,2,1,1,2
Dorian,Zieliński,6C,5,5,5,4,1
Jakub,Sikorska,7C,2,4,2,2,5
Joachim,Stępień,3C,4,1,4,4,1
Adrian,Andrzejewski,3F,2,1,5,3,3
Alex,Rutkowski,4D,2,4,1,2,5
Martin,Kalinowski,4C,4,2,5,2,2
Cyprian,Kozłowski,5B,5,3,5,5,2
Kacper,Zalewski,8A,3,5,5,4,5
Piotr,Rutkowski,3E,4,4,5,3,2
Olaf,Adamska,2B,4,5,3,2,1
Karol,Baran,4E,3,2,4,4,4
Diego,Cieślak,6D,4,2,3,5,2
Bronisław,Chmielewski,4A,3,2,2,4,3
Ariel,Szymański,8F,2,2,4,1,4
Maciej,Kamiński,7B,5,5,2,1,2
Marcel,Sikorska,3B,2,5,5,3,1
Lucjan,Szulc,2B,3,4,4,4,3
Korneliusz,Czarnecki,4D,1,5,4,1,5
Dariusz,Nowak,3F,2,4,5,4,5
Maksymilian,Lewandowski,2A,5,1,2,5,2
Milan,Jasiński,5D,5,2,5,2,1
Cyprian,Krajewska,8A,1,1,2,5,5
Hubert,Walczak,3C,2,3,4,1,2
Martin,Jasiński,1C,2,2,2,1,1
Alex,Dąbrowski,3F,2,2,1,3,1
Dobromił,Gajewska,2C,1,5,2,1,3
Alex,Wysocki,4F,4,5,2,1,5
Gracjan,Dąbrowski,7E,5,4,2,4,1
Eugeniusz,Wysocki,6B,4,3,1,5,3
Mariusz,Kalinowski,7F,5,5,1,4,5
Kewin,Marciniak,5E,2,4,4,1,4
Oktawian,Czerwiński,7F,4,5,3,4,1
Arkadiusz,Chmielewski,4F,5,1,3,5,4
Ernest,Pietrzak,4A,5,2,4,1,2
Remigiusz,Adamska,6F,5,5,1,2,1
Alfred,Górecki,1A,3,2,4,1,2
Krzysztof,Michalak,5E,4,2,2,4,4
Dorian,Kucharski,3F,5,4,3,5,4
Franciszek,Marciniak,7A,4,5,1,1,4
Adam,Kaźmierczak,4C,1,3,1,3,1
Kuba,Makowski,6C,2,1,5,4,5
Cyprian,Sobczak,2E,1,2,2,4,3
Miłosz,Michalak,7D,5,5,2,3,4
Amir,Adamska,4E,5,3,3,5,2
Ireneusz,Szymański,8E,2,5,4,5,4
Ludwik,Kozłowski,3B,4,5,3,1,2
Gniewomir,Kowalski,8B,2,3,2,1,4
Amadeusz,Kaczmarczyk,8A,2,1,5,4,4
Bruno,Laskowska,8A,2,5,2,2,3
Dariusz,Kozłowski,8A,1,5,5,5,4
Ksawery,Sobczak,6D,5,3,4,4,3
Marian,Górecki,3F,5,5,3,3,5
Hubert,Lis,1D,1,2,5,1,2
Albert,Wójcik,5F,5,3,3,4,2
Bogumił,Witkowski,5F,5,2,5,2,5
Dobromił,Jaworski,4E,4,3,4,4,1
Aureliusz,Urbańska,3C,2,5,3,4,4
Krystian,Chmielewski,2F,1,1,3,5,5
Florian,Walczak,2E,2,2,3,3,3
Dariusz,Duda,8E,4,5,3,2,5
Błażej,Ostrowski,1E,1,2,3,3,5
Albert,Mazurek,5F,1,5,4,4,2
Oktawian,Sawicki,7A,1,1,4,4,3
Kamil,Sawicki,6E,3,1,5,4,5
Fryderyk,Witkowski,6D,2,3,3,1,1
Emil,Ziółkowska,3A,2,3,2,2,2
Krzysztof,Andrzejewski,6E,1,2,5,2,3
Bogumił,Sadowska,4D,4,2,5,2,3
Juliusz,Krawczyk,7C,3,3,5,5,2
Oskar,Malinowski,4D,5,5,2,1,4
Jerzy,Ostrowski,3D,5,4,1,3,2
Eryk,Kowalski,7D,5,4,4,4,2
Marian,Maciejewski,5A,1,5,5,2,3
Aleks,Adamska,7E,3,2,1,5,5
Jacek,Zalewski,5B,2,3,3,3,1
Arkadiusz,Laskowska,4B,4,3,5,1,2
Olaf,Jakubowski,4E,4,4,3,3,3
Dobromił,Witkowski,5F,5,2,5,5,5
Bartłomiej,Szymczak,2B,1,2,2,2,4
Edward,Ziółkowska,1F,3,5,5,2,2
Piotr,Włodarczyk,4E,3,5,5,4,2
Alex,Szymański,1A,5,5,5,1,5
Edward,Krawczyk,3D,2,4,5,5,3
Franciszek,Wróblewski,2D,5,4,4,1,5
Radosław,Krajewska,6B,1,3,3,1,2
Denis,Laskowska,4F,1,3,3,2,4
Dawid,Szewczyk,7D,5,5,4,4,3
Oktawian,Zieliński,1F,1,3,3,1,1
Artur,Szymczak,1D,1,3,5,5,3
Damian,Sokołowski,3C,1,4,3,4,2
Przemysław,Brzeziński,4B,2,2,5,5,3
Ernest,Wasilewska,4D,4,3,4,2,1
Paweł,Kwiatkowski,6E,4,4,1,2,5
Anastazy,Nowak,6A,2,5,2,2,2
Mieszko,Stępień,1A,3,5,5,5,4
Cezary,Walczak,4E,4,4,5,5,1
Łukasz,Marciniak,3F,2,2,3,4,5
Kajetan,Włodarczyk,6C,5,4,4,4,3
Mirosław,Mazurek,7E,2,2,5,3,2
Heronim,Dąbrowski,1F,2,5,3,5,3
Aleksander,Baran,1C,1,5,2,5,1
Kacper,Baran,7D,2,1,2,2,4
Gniewomir,Woźniak,3B,2,1,3,1,5
Klaudiusz,Górecki,7F,1,3,3,3,3
Kornel,Wojciechowski,2D,3,2,1,2,5
Kryspin,Marciniak,7D,1,4,2,2,1
Martin,Jaworski,2C,2,3,1,4,5
Arkadiusz,Kowalczyk,4D,5,4,1,5,4
Kajetan,Zieliński,7D,3,1,2,2,2
Alojzy,Maciejewski,1F,1,1,1,3,3
Martin,Czarnecki,8A,2,3,2,3,1
Adrian,Andrzejewski,8D,5,5,2,2,4
Mateusz,Chmielewski,3D,3,3,3,1,1
Gniewomir,Lewandowski,3A,3,1,1,5,1
Olgierd,Wasilewska,3B,5,4,1,3,4
Alexander,Urbańska,5B,3,3,1,5,2
Jędrzej,Walczak,2A,3,2,4,2,5
Martin,Górecki,4A,3,3,2,3,3
Bartosz,Sadowska,6B,2,4,3,2,3
Ksawery,Jaworski,8C,4,1,3,3,1
Heronim,Jasiński,4F,5,3,1,1,4
Rafał,Makowski,2E,2,4,1,2,3
Oktawian,Mróz,8C,1,2,1,5,1
Paweł,Wiśniewski,6E,2,2,3,5,5
Igor,Adamska,4C,5,1,2,3,4
Łukasz,Kozłowski,1A,2,1,1,2,4
Bronisław,Krajewska,8B,2,3,4,3,2
Bronisław,Walczak,4A,5,5,5,1,4
Alan,Zieliński,5C,3,2,4,2,5
Franciszek,Mazur,4B,3,2,1,3,4
Bruno,Jaworski,5E,1,3,1,1,1
Marek,Kalinowski,3C,2,4,3,1,3
Ludwik,Kamiński,5F,5,2,5,3,5
Martin,Mazurek,7C,4,3,4,3,2
Bruno,Lewandowski,4D,1,4,1,4,1
Dariusz,Sikora,6A,4,1,3,4,2
Daniel,Mazurek,7D,5,5,1,5,2
Kacper,Lewandowski,6F,5,2,3,4,2
Bogumił,Czarnecki,2A,2,5,4,1,3
Adam,Andrzejewski,6E,4,2,3,5,1
Denis,Lis,7B,3,1,4,2,5
Piotr,Kowalczyk,3C,2,1,2,5,2
Maciej,Lis,7C,4,1,5,5,2
Józef,Brzeziński,6C,2,4,2,1,2
Albert,Jankowski,1B,1,3,3,1,2
Henryk,Włodarczyk,1B,1,1,3,5,2
Cyprian,Witkowski,5C,5,2,5,5,3
Emanuel,Kowalski,3D,4,1,5,2,1
Emil,Sadowska,3E,5,1,2,1,1
Aleksy,Laskowska,5E,3,3,4,4,4
Borys,Kowalczyk,3C,3,3,2,3,5
Amadeusz,Głowacka,5C,5,4,3,5,1
Oskar,Mazurek,6C,5,3,1,2,5
Gabriel,Sokołowski,2C,1,4,1,3,1
Aleksander,Walczak,6D,5,1,2,1,1
Hubert,Urbańska,3E,1,2,4,4,4
Bolesław,Górski,1F,4,4,5,5,4
Marian,Baranowski,2C,3,2,5,2,1
Dawid,Woźniak,1F,2,5,1,5,4
Denis,Krajewska,2F,2,1,2,1,2
Damian,Kaczmarczyk,2A,1,3,5,5,4
Przemysław,Głowacka,4E,3,3,1,1,2
Bolesław,Sokołowski,3F,2,5,1,4,1
Mariusz,Pietrzak,2B,1,2,5,5,1
Bolesław,Walczak,3C,1,2,4,4,1
Korneliusz,Maciejewski,6D,1,5,2,3,4
Cezary,Sikorska,4B,5,4,4,5,1
Miron,Nowak,7D,5,5,4,4,5
Olaf,Walczak,6E,2,1,5,5,5
Aleks,Jaworski,8F,3,1,3,5,3
Diego,Brzeziński,8B,1,1,2,4,3
Krzysztof,Sokołowski,4F,3,2,2,1,4
Amir,Baranowski,4C,1,2,2,1,5
Roman,Sokołowski,1C,5,4,5,4,2
Kajetan,Sikorska,8E,5,2,5,3,4
Grzegorz,Mazurek,7F,3,2,1,2,4
Joachim,Szymański,6F,3,2,2,1,1
Miron,Kalinowski,1C,5,2,4,5,3
Artur,Wysocki,1C,3,2,3,4,2
Alojzy,Krupa,7E,4,2,3,3,2
Martin,Wróblewski,7A,3,3,2,4,1
Alan,Kalinowski,2B,2,4,4,3,5
Andrzej,Duda,8F,1,2,1,1,1
Eustachy,Sobczak,8C,3,2,4,1,5
Klaudiusz,Szczepański,4F,1,3,3,2,1
Kornel,Jaworski,7E,5,1,4,5,1
Bartłomiej,Pawlak,4B,5,3,5,3,5
Remigiusz,Sikorska,3F,2,1,3,1,2
Grzegorz,Makowski,1F,2,2,1,4,2
Norbert,Szymczak,7C,5,3,2,3,2
Julian,Stępień,3F,3,4,5,4,3
Jerzy,Gajewska,5F,5,2,3,1,2
Alan,Szulc,4F,2,1,5,2,1
Błażej,Jakubowski,1F,1,4,4,4,4
Jan,Walczak,8F,1,4,3,1,5
Kornel,Chmielewski,3E,1,3,4,1,3
Michał,Baranowski,7A,5,5,2,4,4
Allan,Woźniak,3B,2,5,1,2,5
Joachim,Wysocki,7E,4,5,1,5,2
Kajetan,Wójcik,1C,1,4,4,5,2
Damian,Jakubowski,2F,3,3,3,5,4
Daniel,Jasiński,7E,5,4,3,3,1
Natan,Zakrzewska,2B,1,2,2,1,3
Konstanty,Przybylski,5C,5,3,2,5,5
Kryspin,Ziółkowska,7F,4,3,1,2,4
Krystian,Borkowski,6D,4,1,4,1,1
Mikołaj,Szymczak,8D,5,5,4,5,5
Marian,Sokołowski,8D,1,2,5,1,4
Alojzy,Rutkowski,5A,4,3,1,2,2
Kordian,Sobczak,6A,3,5,5,4,4
Ksawery,Czerwiński,3F,5,1,4,4,2
Amir,Nowak,5D,3,1,4,4,2
Aureliusz,Sadowska,2C,4,2,1,3,2
Kryspin,Kozłowski,8D,3,1,4,4,5
Ireneusz,Wysocki,2A,1,2,1,2,1
Julian,Kwiatkowski,5D,4,5,4,3,2
Borys,Mazur,6C,3,2,5,4,4
Amir,Czarnecki,8A,3,2,2,3,5
Grzegorz,Ostrowski,4F,1,3,2,3,3
Gustaw,Sikorska,6D,1,1,2,5,3
Juliusz,Błaszczyk,3F,2,3,5,2,3
Amir,Marciniak,5B,1,5,1,5,5
Marcin,Ostrowski,7D,4,3,4,5,3
Miron,Kaczmarczyk,7C,4,4,3,4,3
Eustachy,Ostrowski,8C,4,3,5,1,5
Andrzej,Zawadzki,6A,3,2,1,2,3
Robert,Makowski,4E,2,5,3,2,5
Aleksy,Malinowski,4D,2,3,1,4,4
Mateusz,Andrzejewski,8E,3,5,4,5,2
Radosław,Sobczak,7F,2,3,2,1,1
Aleks,Woźniak,2B,5,4,4,5,4
Artur,Urbańska,2F,1,3,4,2,2
Ksawery,Sobczak,3F,1,2,2,4,4
Alek,Wojciechowski,4C,2,1,3,3,4
Kordian,Sikorska,5F,1,1,4,5,5
Alek,Włodarczyk,7D,1,5,1,3,1
Aleks,Szymczak,3A,3,2,2,1,1
Juliusz,Baranowski,4C,1,2,4,2,2
Alek,Gajewska,6C,5,1,1,5,1
Kajetan,Górski,6B,2,5,5,3,2
Konstanty,Włodarczyk,6C,1,5,2,3,5
Bartłomiej,Witkowski,8D,2,3,4,3,5
Maksymilian,Kołodziej,2C,1,3,4,1,1
Dawid,Makowski,4E,2,5,3,1,5
Arkadiusz,Urbańska,3E,3,1,4,1,1
Oskar,Kamiński,6C,1,2,1,5,2
Jędrzej,Krajewska,6C,2,1,1,1,2
Remigiusz,Szewczyk,5C,4,4,3,4,3
Ariel,Czarnecki,7A,4,1,1,4,3
Gustaw,Sokołowski,8B,1,2,4,4,2
Mieszko,Pietrzak,6C,3,4,5,2,3
Martin,Borkowski,3D,1,5,4,1,5
Milan,Kaźmierczak,1C,2,2,4,3,5
Jędrzej,Rutkowski,1F,3,1,3,4,5
Ludwik,Baranowski,2A,1,3,5,4,1
Mieszko,Tomaszewski,1A,2,3,4,3,4
Norbert,Szymczak,8A,2,2,5,5,5
Adrian,Piotrowski,2D,3,3,4,5,3
Kamil,Błaszczyk,6C,4,1,1,2,4
Piotr,Kwiatkowski,5D,1,5,4,5,1
Anastazy,Szulc,7F,1,2,3,1,5
Hubert,Laskowska,1F,3,3,5,5,4
Borys,Brzeziński,4D,1,2,5,2,1
Cezary,Kozłowski,6E,4,3,4,5,5
Konrad,Jakubowski,2D,4,5,2,5,1
Kordian,Krajewska,5E,2,5,1,5,4
Aureliusz,Jankowski,5D,3,2,4,3,3
Denis,Sikora,2F,2,5,2,3,4
Emil,Kowalczyk,5C,3,5,4,3,4
Edward,Kozłowski,2E,2,1,1,2,4
Olgierd,Marciniak,6E,1,2,3,3,2
Kordian,Adamska,1F,1,4,5,1,5
Lucjan,Kowalczyk,8A,4,5,1,5,2
Adam,Chmielewski</div>,1B,4,5,4,3,1
Karolina,Laskowska,4D,3,5,3,3,4
Julianna,Urbańska,1C,3,5,2,5,4
Danuta,Kowalczyk,3F,2,3,2,5,5
Halina,Przybylska,1B,5,5,3,5,1
Zuza,Nowak,5D,4,4,1,1,3
Wioletta,Marciniak,3C,2,1,5,5,2
Wioletta,Woźniak,3C,4,4,2,4,4
Jolanta,Przybylska,2F,4,3,5,5,5
Żaneta,Kaźmierczak,3D,5,2,2,5,3
Marysia,Wysocka,6F,3,4,5,2,4
Pamela,Kamińska,4A,3,2,1,1,5
Dagmara,Zawadzka,3C,1,1,5,2,2
Izyda,Michalak,7C,5,5,4,5,1
Bianka,Mazur,7F,5,5,3,4,1
Amalia,Duda,5F,1,5,1,2,3
Izyda,Sikora,7B,4,4,1,3,3
Julianna,Czerwińska,3B,2,5,1,4,1
Nikola,Mazurek,1C,4,3,3,1,2
Arleta,Walczak,1C,5,2,1,4,3
Aleksandra,Wójcik,5E,4,2,3,3,1
Marcelina,Zalewska,5A,3,1,2,3,4
Józefa,Krupa,1A,4,5,4,5,1
Jowita,Krupa,8C,1,5,4,2,1
Julia,Makowska,2F,3,1,3,2,4
Zuzanna,Wróblewska,7B,2,2,4,4,5
Marcela,Mazur,8F,4,5,3,3,2
Weronika,Gajewska,3F,2,5,1,4,1
Stefania,Andrzejewska,2F,1,3,4,2,4
Izabela,Krawczyk,1F,1,2,3,1,5
Bogna,Szczepańska,8F,1,1,5,4,1
Małgorzata,Wróblewska,7A,2,5,4,3,4
Arleta,Włodarczyk,4C,5,1,1,5,2
Natalia,Górecka,1C,3,1,1,1,3
Idalia,Maciejewska,3F,1,5,3,3,4
Stefania,Mazur,3A,3,3,3,4,1
Amelia,Sawicka,8C,5,2,2,2,3
Krystyna,Szczepańska,5A,2,3,3,3,5
Teresa,Stępień,2C,2,1,1,5,5
Amalia,Duda,7F,3,3,5,2,5
Milena,Michalak,1C,4,4,1,3,2
Aleksandra,Zakrzewska,2D,2,2,2,3,2
Kamila,Zalewska,3E,1,3,2,3,3
Nina,Kołodziej,3B,5,2,3,4,4
Elwira,Pietrzak,7E,1,2,3,1,4
Marysia,Andrzejewska,4D,3,4,5,2,3
Natasza,Piotrowska,1E,4,1,3,1,4
Amelia,Duda,7D,5,1,2,2,1
Olimpia,Sadowska,5C,5,2,3,5,4
Marysia,Czarnecka,7C,5,2,2,4,1
Lara,Sikorska,7F,5,5,4,3,1
Ada,Kowalska,8F,1,5,4,1,2
Ada,Tomaszewska,3E,5,2,2,2,3
Izabela,Malinowska,6E,5,3,2,2,1
Gabriela,Sobczak,6C,3,2,3,5,1
Sylwia,Wiśniewska,5C,1,5,5,4,5
Katarzyna,Sikora,2B,3,3,2,1,5
Magda,Pawlak,3D,3,5,1,1,3
Alice,Kowalczyk,4A,2,1,3,5,3
Natasza,Mróz,4F,3,4,4,4,4
Julita,Sobczak,6C,4,2,2,4,5
Milena,Sobczak,5E,5,4,2,1,2
Klara,Michalak,4F,3,5,5,2,5
Ewelina,Wiśniewska,7B,5,5,4,1,3
Teresa,Mazur,3D,5,1,1,4,3
Kinga,Piotrowska,1A,3,1,4,1,4
Agnieszka,Mazurek,3E,2,4,3,5,1
Gabriela,Kaźmierczak,8D,4,5,4,1,2
Beata,Nowak,4E,5,5,2,1,5
Marysia,Bąk,2C,3,3,2,3,2
Otylia,Sadowska,3A,5,2,3,4,3
Edyta,Jaworska,6F,3,2,2,1,3
Diana,Głowacka,2C,1,2,4,5,4
Stanisława,Baran,4E,4,3,5,4,1
Oksana,Sikorska,6C,3,3,5,4,1
Roksana,Sadowska,6A,3,3,2,3,1
Edyta,Mazur,5E,2,5,1,3,1
Urszula,Kowalska,6A,4,2,3,4,1
Florencja,Przybylska,6E,1,5,2,1,5
Magda,Wiśniewska,7E,2,4,4,2,5
Agata,Kowalska,4E,4,2,4,2,4
Felicja,Walczak,6E,3,4,4,2,1
Agata,Walczak,3E,3,3,1,1,3
Bianka,Kalinowska,5D,5,4,2,2,1
Krystyna,Jankowska,1F,1,5,1,1,3
Iga,Stępień,8C,1,4,5,3,3
Anita,Sadowska,3F,5,4,3,1,3
Małgorzata,Gajewska,2C,5,5,5,4,3
Andrea,Bąk,4C,2,5,1,2,2
Eleonora,Walczak,1B,1,5,5,5,4
Paula,Marciniak,2F,1,5,5,4,5
Danuta,Przybylska,3F,2,5,2,1,5
Łucja,Piotrowska,7D,2,2,3,4,3
Wanda,Sikorska,6B,1,1,4,4,4
Wioletta,Sikorska,8E,4,3,4,5,4
Elena,Witkowska,3A,4,3,1,1,1
Ewelina,Błaszczyk,5B,4,1,1,1,5
Felicja,Kwiatkowska,8E,1,4,3,4,1
Czesława,Czerwińska,8F,5,5,2,5,1
Weronika,Duda,5D,5,1,4,3,3
Dominika,Sobczak,8F,3,2,2,4,2
Roksana,Piotrowska,3F,1,4,4,5,1
Maria,Krajewska,3D,2,3,2,1,2
